College Name,Overall_Performance_Score,Placement_Rate,Avg_Doc_DSS,Fund_Utilization,Infrastructure_Quality
Mahabir Polytechnic College,60.11913289067433,58.86084821895636,61.18796483924267,71.5693999579371,20.0
All India Shri Shivaji Memorial Society'S Institute Of Information Technology,60.11901817420847,63.80797990483262,57.33508855411732,83.44287071966535,20.0
Ambition Institute Of Technology,60.11091610879939,49.10290612794533,84.29708159870074,56.30809005763485,20.0
Krishna Institute Of Management And Technology,60.107030809104266,66.2813975116114,55.91176303762335,75.74490820722767,20.0
Pacific College Of Engineering,60.105275705196384,57.306547083962656,67.41900339007688,57.498697241044496,20.0
Sanketika Polytechnic College,60.10122223151602,63.50505142774156,51.9918959506924,84.63152221726864,20.0
Sdm Technical Institute,60.090211087247425,56.82439069070969,60.94764650190498,80.40833853903784,20.0
Thakur College Of Engineering And Technology,60.08635000276851,76.9088608675917,52.61549061225829,63.26411273555011,20.0
Gargi Memorial Institute Of Technology,60.085337649762465,73.2899495180815,61.51168348017717,53.38490530952587,20.0
Nadar Saraswathi College Of Engineering And Technology,60.08497610386184,71.51938385580755,51.05053541105538,61.092746310585134,20.0
Vetri Vinayaha Polytechnic College,60.082022741401545,57.5237409135659,61.43608656683995,75.28723923944395,20.0
Shree Motilal Kanhaiyalal Fomra Institute Of Technology,60.0812171848446,70.4686770010705,54.46280465725568,53.70068548223247,20.0
Narasaraopeta Engineering College,60.07542924285502,65.22917504297787,65.25940001020265,54.651227009990606,20.0
Trr College Of Engineering,60.07312801030126,40.746757209745006,72.39026667245783,77.76042019367394,20.0
Mit Polytechnic College,60.072482144821315,55.43017242894187,65.49619907219454,72.98466148764622,20.0
Bhagalpur College Of Engineering,60.06788464755316,73.61159311995365,75.5107303355633,82.74834710105316,20.0
Sai Vidya Institute Of Technology,60.06264961706645,52.85045918219648,69.52452840110378,72.86974983086604,20.0
Goa College Of Architecture,60.05869087422995,62.497705758414384,72.2944531094484,51.09508467750372,20.0
Bhiwani Institute Of Technology And Sciences,60.05616084475719,64.36335328716407,55.79211448053466,59.32915163425871,20.0
Ultra College Of Engineering And Technology,60.05489619453287,54.0202644010397,53.66283709745756,79.5517042168528,20.0
Sardar Patel University Of Police Security And Criminal Justice,60.0544690719512,50.34136585855475,65.6701853701992,74.95615911070666,20.0
Cms College Of Engineering,60.0497050302591,63.15940358191419,50.59695417023745,70.73271830118335,20.0
Sri Balakrishna Polytechnic College,60.04958617373348,56.32976355608449,66.45506439364542,63.79070349508568,20.0
Beehive College Of Engineering And Technology,60.04857810079953,60.86235255286992,67.66655324018319,51.8120697472426,20.0
Alwar Institute Of Engineering And Technology,60.04034689777052,72.85015056640574,44.99454427641135,63.48545117217325,20.0
Prathyusha Engineering College,60.04029884134745,77.62383702272382,46.93582227058656,58.86192635124927,20.0
Ace Engineering College,60.03255557377469,61.07674018165582,58.96493117883878,69.74444229250015,20.0
Viva Institute Of Technology,60.02233399866339,53.723427756423575,77.98065619452434,63.40008324879532,20.0
Ramanadatirtha Engineering College,60.0221566209845,55.08212127915648,58.130667272470106,81.00250317206223,20.0
Kj Institute Of Engineering And Technology,60.020038990730235,69.19459002004137,47.00542589168005,63.33676427144808,20.0
Rajdhani Institute Of Technology And Management,60.019413331830314,78.28134793545466,43.95621442149978,58.19853772257445,20.0
Vm Institute Of Engineering And Technology,60.017811729442194,75.46233308551804,51.21325443658965,54.40852167344581,20.0
Birla Technical Training Institute,60.0177439615588,64.31796443281655,75.39924493767546,54.78935910546376,20.0
Dr Bhausaheb Nandurkar College Of Engineering And Technology,60.015158542368674,53.28630152447602,78.41097798862346,58.22084462639834,20.0
Thirumathi Elizabeth Polytechnic College,60.015145218490396,67.38502073472326,41.9058127128596,72.56306345587632,20.0
Neotia Institute Of Technology Management And Science,60.01414168348637,63.340395007083615,65.29490393346012,53.48804532740994,20.0
Mahavir Institute Of Engineering And Technology,60.0137123994615,56.987548653156296,64.23039751140958,63.93140834087921,20.0
Sri Padmam Polytechnic College,60.01321465626953,65.73998813234924,54.98196451639837,65.44696563792472,20.0
Christu Jyothi Institute Of Technology And Science,60.00107890920651,65.79915533212383,57.87049518585268,62.571281050488295,20.0
Rc Patel Institute Of Pharmaceutical Education And Research,59.9916388192165,54.33415210888832,59.857870125258586,81.95927405351986,20.0
Late Babasaheb Phadtare Polytechnic College,59.98686660657554,66.19288138965267,69.58426587007376,52.690741779772,20.0
Jlu School Of Engineering And Technology,59.986568507947496,66.77580825145509,70.61424982980553,81.27992467563227,20.0
Sandip Polytechnic,59.98530786924671,74.6766295779837,41.2342288964855,75.96338631657471,20.0
Ishwarchand Vidya Sagar Institute Of Technology,59.98428069935321,54.3315209879227,66.6734097418733,61.62997521183765,20.0
Brahmdevdada Mane Institute Of Technology,59.98423723090622,57.31816137533578,55.308749474127005,80.43722538778178,20.0
Sree Chitra Tirunal Institute For Medical Sciences And Technology Trivandrum,59.98041071031292,53.13863253848183,73.4278377195638,55.48847634355191,20.0
Gems Polytechnic College,59.976365235442096,59.767033629589605,70.33232904943584,52.57773024450693,20.0
International College Of Engineering,59.97564660894802,63.17549913571327,61.25838010019389,58.73541738099299,20.0
Sushila Devi Bansal College Of Engineering,59.97121863772898,59.76854083331169,70.2149894698687,55.72668134729322,20.0
Pacific School Of Engineering,59.97078101816412,46.909669696127445,76.99252147805977,70.30180547436026,20.0
Govind Ballabh Pant Institute Of Engineering And Technology,59.9684420915398,57.62542522453482,72.0867547388625,62.66860262126097,20.0
Indore Institute Of Science And Technology-Ii,59.96815868680208,58.98537042314129,68.78883057289026,54.843275206617925,20.0
Hasvita Institute Of Science And Technology,59.96800112548937,61.500689070493976,65.74735479402094,58.87594724730587,20.0
Narayana Engineering And Technical Campus,59.9573146584043,45.78310662642746,79.40979926483999,66.44135775488488,20.0
Sanketika Vidya Parishad Engineering College,59.954626810631105,60.96943035414358,45.00756068533404,82.38917421764964,20.0
Leads Institute Of Technology And Engineering,59.949399196389564,51.85098172591597,84.16606468235585,59.06738330070712,20.0
Ammaiappar Polytechnic College,59.945787682232336,45.86127954758919,78.52184770664644,65.75082051133856,20.0
Eswar College Of Engineering,59.94343164231407,63.29048804613329,55.93151875345006,66.24960593715272,20.0
Wainganga Polytechnic,59.942237734709316,54.12610712732655,78.31316955732231,51.052539753212336,20.0
Radha Govind Group Of Institutions,59.942137843331444,59.030248931704726,70.35561133936386,53.81043624618511,20.0
Sree Venkateswara College Of Engineering,59.94013809910426,67.8039260810607,48.48342464398024,76.58447766695357,20.0
Vv College Of Engineering,59.94010091543507,41.480406433304566,83.07095036946345,65.78918359484781,20.0
Majhighariani Institute Of Technology Science,59.93860593187721,54.05766761768185,69.70123052558077,60.36208861807311,20.0
Lj School Of Architecture,59.9327153064815,40.58681634777895,84.04174242498443,74.0098150556627,20.0
Ksrm College Of Engineering,59.93241980057197,72.91287341873159,58.24632448665224,51.0759842346395,20.0
Ss College Of Polytechnic,59.931653525059296,56.539083878033445,58.696512515791056,79.28405533986862,20.0
Chebrolu Engineering College,59.931080560291264,71.13645252914029,52.18671041869606,58.718714416325305,20.0
Sree Sakthi Engineering College,59.93003500342358,61.45910797237249,49.44127378021548,80.95779947302685,20.0
Sheth Shri Otarmal Sheshmal Parmar College Of Diploma Engineering,59.92950391859309,59.89401741387894,74.97493565684952,58.91853407014084,20.0
Bs Abdur Rahman Institute Of Science And Technology,59.92785051046732,58.35439502729403,58.64810250426889,79.3877736754989,20.0
Haryana Institute Of Technology,59.92617402763419,43.418365625050704,82.51356210892621,60.47622868100246,20.0
Netaji Subhas University Of Technology,59.925774629397715,71.20841350267897,67.08907297900087,67.66280676242292,20.0
Kdk College Of Engineering,59.92508271065519,78.5051592107879,62.61548082369802,56.971311621457374,20.0
Shri Bhagubhai Mafatlal Polytechnic,59.924163749860824,58.59413463543365,54.60527717220549,83.45784813775917,20.0
Sv Government Polytechnic,59.92111573813775,71.65538645663827,62.39510382448084,70.92301627143108,20.0
G Madegowda Institute Of Technology,59.91857578124093,63.57286409186144,52.91417647068246,73.28102729179135,20.0
Msms Rural Polytechnic,59.91498372674175,41.10664459712148,78.34983266062056,73.71496622817438,20.0
Mewar University,59.912110946253435,57.29511405482213,52.69421647816419,80.69834863206535,20.0
Vsb College Of Engineering Technical Campus,59.9059171227267,51.15574096509695,83.46898348587888,52.19116920236746,20.0
Dy Patil College Of Engineering And Polytechnic,59.902715202032596,50.22454882786837,82.03083198475576,59.42040780509281,20.0
Shri Gulabrao Deokar College Of Engineering,59.89739903816127,56.41430839141952,60.44455388208488,75.23438718313102,20.0
Bharat Institute Of Technology,59.89012112324045,70.49306845518574,44.64452102548926,63.126821671158936,20.0
Sri Sai Educational Society'S Group Of Institutions,59.89008469493763,59.80595629760622,46.44693613640742,79.6180125783205,20.0
Kallam Haranadha Reddy Institute Of Technology,59.888505890419914,49.84371466839178,71.78934002092743,75.2795429423914,20.0
Sunrise University,59.88621653405199,73.63550557287196,44.10344535898059,62.39787581378788,20.0
Hmfa Memorial Institute Of Engineering And Technology,59.868936579052274,77.84839343381623,40.57681639922714,61.89831408004405,20.0
Birla Institute Of Technology,59.86553135232653,52.866463252739706,83.74690976191414,53.43351029670168,20.0
Chaibasa Engineering College,59.86491876218973,67.52041296019122,56.97655915296279,64.52747451925443,20.0
Dr Rajesh Ramdasji Kambe Polytechnic,59.86412966334341,69.80475113180802,42.21215686826599,76.93061754894714,20.0
Hi-Tech Polytechnic,59.86073734532797,52.49963711874485,68.28953046418602,66.58932108853833,20.0
Vdf School Of Polytechnic,59.85790258316652,66.36011299720766,61.261919457816674,50.36413918055919,20.0
Devender Singh Institute Of Technology And Management,59.8547370305818,72.21985967607529,48.34461951263675,62.69715799487801,20.0
Ams College Of Polytechnic,59.85456687863239,62.88824094122056,62.55404920061008,74.51501572507192,20.0
Aravindar Polytechnic College,59.854224519775336,61.090857129955054,49.97092490530899,77.33430512696856,20.0
Bharat Ratna Indira Gandhi College Of Engineering,59.853304208882,54.94739901181675,58.74341671609582,70.76926773551799,20.0
Sun Engineering College,59.84938030855018,55.389046782397656,78.0614368751313,55.4877638083856,20.0
Tkm Institute Of Technology,59.845754220373536,55.01486647577804,67.51747937422768,68.68398634322057,20.0
Patel Institute Of Technology,59.844273373126015,47.32526562322063,68.05144704742813,75.79556149667934,20.0
Khurana Sawant Institute Of Engineering And Technology,59.83895827472034,57.2723614561604,65.23034964222053,59.6501683664227,20.0
Kalpataru Institute Of Technology,59.83714155333439,53.69823521938329,58.94637599787058,81.04427254831859,20.0
Vidya Academy Of Science And Technology - Technical Campus,59.83401506802931,74.62019192999543,48.857641896420304,63.08227111353803,20.0
Jowai Polytechnic,59.83245843239662,52.04139062877806,68.06793062395947,73.41630812691773,20.0
Sreekavitha Engineering College,59.83092597699568,65.54824147672701,55.65818498338918,64.23602142873801,20.0
Sg Balekundri Institute Of Technology,59.83011933689024,40.376840966597904,82.2606997018892,76.43147690543537,20.0
Khalsa College Of Engineering And Technology,59.82896577719584,45.76074389650638,82.87448876298373,60.56313523844412,20.0
Shri Vaishnav Vidyapeeth Vishwavidyalaya,59.82611510230247,77.27689060985676,55.99725824200826,54.62830904661456,20.0
Nitra Technical Campus,59.820197971184875,60.713313330983866,50.47315235319753,84.0927055631071,20.0
Sathyabama Institute Of Science And Technology,59.818911909664656,79.9974631092345,46.397691836880654,59.12899388230112,20.0
Da Degree Engineering And Technology,59.80830696690441,63.56331764025843,55.46956665598763,69.5218007199681,20.0
Arambagh Government Polytechnic,59.80795759727332,54.0532860112788,66.79346099041649,79.91863832148123,20.0
Jecrc University,59.805861057056745,73.68650498966926,44.22138217242259,72.97456037392507,20.0
Get Group Of Institution Faculty Of Technology,59.79830011321217,53.00330595237702,77.39660746187496,56.55691165418361,20.0
Visakha Institute Of Engineering And Technology,59.79729783174227,53.41512735389329,65.41087673993235,68.9951143631255,20.0
Assam Engineering College,59.796294463614096,77.94885121236274,52.380675506161126,56.14903105986436,20.0
Sigma Polytechnic,59.78518774710557,62.86382556554088,58.40109337224643,60.67528922016962,20.0
Kashi Nath Institute Of Technology,59.78271515115334,65.71564890892722,45.35260475721083,79.83299092764018,20.0
Satyam Institute Of Engineering And Technology,59.778963945850634,48.73257549496012,62.99986732985339,77.50607977078036,20.0
Indur Institute Of Engineering And Technology,59.77894934324116,73.63506137441635,44.70425326077528,62.59336086250013,20.0
Sal Engineering And Technical Institute,59.77782458246436,77.49718347324898,43.307514800052346,54.54091243501837,20.0
Maa Bhagwati Educational Institute,59.77253305583939,73.06098068385897,56.06912440110315,53.156420031026784,20.0
Lakshmi Narain College Of Technology And Science,59.77221482635395,65.47887962097113,64.6508374132242,56.61363832216986,20.0
Jei Mathaajee College Of Engineering,59.77113985766269,62.52258486320795,46.98265613478755,73.18401039089387,20.0
Don Bosco College Of Engineering,59.76839249479191,76.25555096487196,41.875383914174726,73.0361111420263,20.0
Guru Hargobind Polytechnic College,59.76593583786797,43.20978388813849,70.58931955823769,73.41034586741154,20.0
Hindu School Of Architecture,59.76480950471294,67.45035983939667,48.45381233330036,74.74304718802468,20.0
Sardar Bhagwan Singh University,59.763001291315526,65.01066928500575,65.20940048624124,75.43675130896835,20.0
Sir Visvesvaraya Institute Of Technology,59.75908048391266,69.21711312578275,41.36288672796091,79.65280433170038,20.0
Chaudhary Mukhtar Singh Government Girls Polytechnic,59.75874558291996,49.50989212072317,62.4582651805806,82.68896671212747,20.0
Techno India,59.75684333361331,57.35377834854213,57.086892804673205,81.6249242143005,20.0
Amrut Institute,59.75398892142508,67.35066565538986,56.82132104014363,75.43347508341239,20.0
Mona College Of Engineering And Technology,59.74984152066951,46.90326646129674,68.22203014162695,79.65800668415866,20.0
Bharati Vidyapeeth College Of Engineering,59.743850313786,73.0507615157361,65.97040153478184,56.86222099348242,20.0
Brahmanand Group Of Institutions,59.74077180869596,62.137400400241766,56.78376072896568,62.345945233764006,20.0
Arunai Engineering College,59.737029560970974,62.2476261861726,65.8041345517936,54.605111282029306,20.0
Oriental College Of Technology,59.73513281557421,48.12792969739547,60.805028503276255,81.322042044878,20.0
Chaitanya Bharathi Institute Of Technology,59.73418084465001,60.01589578674688,80.00919067090611,53.84845955324538,20.0
Aliah University,59.72942455211157,66.62170303846504,81.99292978026105,64.36518610538782,20.0
Chandigarh University,59.72593373843288,64.19133308648387,55.03180841053493,83.36394232538325,20.0
Jhunjhunwala Pg College Faculty Of Engineering And Technology,59.72231105216863,53.10245735164232,73.78217733788962,70.01236966385787,20.0
Chanakya Technical Campus,59.72108359883289,52.16805467168058,66.34631477180162,70.0431576214606,20.0
Syed Ammal Engineering College,59.71915457382228,48.989325627098346,83.91646545046092,55.14014439631393,20.0
Jashodaba Polytechnic Institute,59.71877888213246,77.07942647118995,77.32400732629327,80.37413866050883,20.0
Adina Institute Of Science And Technology,59.71564532428988,77.97736065259794,47.21080519874983,56.002374950683645,20.0
Aurum Institute Of Technology,59.714359229562945,58.18151393636653,46.09072320890313,83.17739533044647,20.0
Hanuman Vyayam Prasarak Mandal'S College Of Engineering And Technology,59.71180522387135,64.36120429871194,49.792345246022336,75.41141565777431,20.0
Csmss Chh Shahu College Of Engineering,59.70834063353759,60.52892869135047,64.6293792426116,64.6311803774806,20.0
Kurinji College Of Engineering And Technology,59.70441274621121,62.85821741309099,64.24405247456882,52.33971871956408,20.0
Velammal Engineering College,59.70391459086643,63.68187334488624,60.5172461537338,62.312684261272125,20.0
Abhinav Education Society'S College Of Engineering And Technology Polytechnic,59.701830863060565,62.04024918432701,52.94091714670145,80.61171453766185,20.0
Sandip Institute Of Engineering And Management,59.699136806338224,52.066684870960245,74.32901441497803,67.74013107322092,20.0
Ballarpur Institute Of Technology,59.69837217149438,57.56516633285553,59.21742736877015,70.59004930152146,20.0
Elumalaiyan Polytechnic College,59.697222729945146,53.756871778020425,62.06270068643612,81.94683663142442,20.0
Shree Ram Institute Of Technical Education,59.68882717267691,69.15030937673136,40.72095835033067,83.11054645301158,20.0
Kle Institute Of Technology,59.688725848892965,43.58985476237071,67.82652369299177,81.22713009398142,20.0
Avanthi'S Scientific Technological And Research Academy,59.687778870753974,72.12908418731496,46.39648768447883,61.88034807618729,20.0
Anand Engineering College,59.684393991019334,47.08766834823515,71.70972359979802,73.83939018724644,20.0
Netes Institute Of Technology And Science,59.6823404446821,48.69173710534739,75.03774946426354,60.57647773405286,20.0
Ayyappa Polytechnic College,59.68198508134839,46.32458492767233,79.0002567731301,70.90847577181343,20.0
Nitte Institute Of Architecture,59.68080342943821,66.31452068859048,58.01805991262603,55.768186276213655,20.0
Toms College Of Engineering For Startups,59.67871276281497,61.76524937603455,71.16200586434196,52.06295793588252,20.0
Corporate Institute Of Science And Technology,59.67845945037898,41.26112325630669,79.37131398061784,74.00691368199969,20.0
Rishi Chadha Vishvas Girls Institute Of Technology,59.674532889286326,64.76529227167077,83.5173646692519,52.270709684904304,20.0
Sai Institute Of Technological Science,59.673301347353814,72.0657183592472,40.230624375699634,83.47905329008795,20.0
United Institute Of Technology,59.672473579031866,54.65575426574328,75.67874201978431,50.865974438325,20.0
Bharat Group Of Colleges,59.671722524768214,41.29435505567078,78.98592218833957,75.50541807440496,20.0
Shetty Polytechnic College,59.67139114743199,49.8926186340526,82.10141685495188,56.64314424297991,20.0
Acharya Polytechnic,59.67133800443674,45.424971326815246,69.51921758860574,81.00032979479617,20.0
Sri Muthukumaran Institute Of Technology,59.66952437427438,64.5603046274486,50.04605302860039,66.76266380173928,20.0
Kongu Hi Tek Polytechnic College,59.66519982647523,59.90644939642685,68.35538006462491,52.62467960422674,20.0
E-Max School Of Engineering And Applied Research,59.658196256935,72.6608671920234,41.462172999940826,71.79751323029899,20.0
Dr Rajendra Prasad Central Agricultural University Samastipur,59.65730883196643,62.78622203513883,48.321872456158346,70.32866529432916,20.0
Psg Institute Of Technology And Applied Research,59.65572943981218,40.6874934725146,82.76521306990772,72.39801564393916,20.0
Sai Institute Of Engineering And Technology,59.65439225273593,60.45812610773785,44.13648825878436,78.81102655423669,20.0
Ashtvinayak Institute Of Technology,59.65253586039279,60.65857903382091,48.08744083017545,84.70287456326696,20.0
Arya Institute Of Engineering Technology And Management,59.64972247263435,67.33117174611115,55.17476527975672,60.02363405070802,20.0
Pragna Bharath Institute Of Technology,59.64834028006976,57.81762176308934,58.70676360198168,84.88926799806111,20.0
Durgapur Polytechnic College,59.644133923076794,41.02502979983053,74.37841031094118,79.39123759334069,20.0
St Anne'S College Of Engineering And Technology,59.64049528804311,55.3942396922556,78.89314519414597,50.64426439655567,20.0
Kalam Institute Of Technology,59.6375174678614,64.91408488279251,58.49120474173309,58.62281310322218,20.0
The Oxford College Of Engineering,59.634699134456405,42.19452477664842,69.49999410274413,81.29751785536018,20.0
Rayat-Bahra Royal Institute Of Management And Technology,59.623635326831064,64.45154468206825,43.73122629548304,83.99688097203305,20.0
Dhole Patil College Of Engineering,59.621830780296406,75.00417009493452,46.69323781465667,72.79491645216662,20.0
Hilli Government Polytechnic,59.620045864488546,69.85459084515796,56.52448672308026,80.91476729531527,20.0
Vishveshwarya Group Of Institutions,59.611452738756114,50.52147809643138,84.76735606031474,54.54189545979667,20.0
Global Institute Of Management And Emerging Technologies,59.60868094016867,42.10882866229456,69.63142088249677,81.49477431178829,20.0
Tamil Nadu Veterinary And Animal Sciences University,59.60552238220874,53.11253264990253,67.56839065921773,58.81211836370814,20.0
Universal Technical College,59.60306108297114,69.81588496193608,60.5684024323046,64.29532163276723,20.0
Sree Narayana Institute Of Technology,59.60173431924963,45.36935691079919,74.74147483015437,68.80558635489542,20.0
Sandip Institute Of Polytechnic,59.60092422581385,59.182385482776205,54.82679216769544,71.9737798837088,20.0
Abss Institute Of Technology,59.60005821108605,64.45334366754463,54.56351996812393,65.75271459642664,20.0
Kamla Nehru Institute Of Technology,59.59974456262064,66.79815108624173,56.377255787724565,64.98420967005836,20.0
Shri Sureshchandra Dhariwal Polytechnic,59.59722681080912,62.07600886081149,61.75231429437813,55.044337504130006,20.0
Dayananda Sagar College Of Engineering,59.596961602875446,65.59593639167541,57.43696148031911,64.18612361484068,20.0
Mes Rn Shetty Polytechnic,59.59612189336975,67.49257393076276,51.24301311527918,76.54522130020419,20.0
Bells Institute Of Management And Technology,59.59052323636337,64.03116736055654,55.028720060812645,59.87697192413403,20.0
Seth Vishambhar Nath Institute Of Engineering And Technology,59.5876037764676,49.99061489264983,72.65735838226959,67.40777699262824,20.0
Samskruti College Of Engineering And Technology,59.58759645505405,78.71744285227348,42.64241052639824,54.20962971974714,20.0
Rc Technical Institute,59.58575697993648,64.13683609205654,49.918034840104255,79.37751413525567,20.0
Pr Pote College Of Engineering And Management,59.57842851268763,68.60262174085685,50.95607670097489,78.55266133795384,20.0
Government College Of Engineering And Ceramic Technology,59.57765933345692,66.3041990670963,52.07384660345438,67.35086479784121,20.0
Usha Mittal Institute Of Technology,59.5773056120302,71.57964467789883,40.525987186778615,84.72040801820422,20.0
Skr College Of Engineering And Technology,59.57365982416968,67.59024636410895,40.376395175030304,75.23879465424255,20.0
Shri Angalamman College Of Engineering And Technology,59.57246584907968,64.205009282196,56.1065162048903,60.1228587071409,20.0
Dr Ad Shinde Institute Of Technology,59.57243350049074,58.51312377514999,69.72752260869568,53.930380839154616,20.0
Vins Christian College Of Engineering,59.57162233930771,59.57565209232586,65.30338960825088,58.39764952220894,20.0
Allenhouse Institute Of Technology,59.57035899696333,54.14181700138966,71.10387669068587,61.31641827874715,20.0
Sri Sivani College Of Engineering,59.56746775202355,66.23959455496657,40.47230839736296,81.47933926561355,20.0
Bethlahem Institute Of Engineering,59.56651397062521,46.11475054486094,78.15580212245243,61.05678507847556,20.0
Shri Shankaracharya Institute Of Technology And Management,59.5647782437013,43.614905461310485,80.89974955379508,60.996098165442056,20.0
Ravi Shankar Institute Of Technology And Management,59.559760730321926,72.68393700918269,40.18715903279968,72.80284531380119,20.0
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,59.557096251454645,55.35392762633774,67.10388264441326,71.94038769980406,20.0
Godavari Institute Of Engineering And Technology,59.55230122752592,69.05381977045613,40.74896532075179,78.20607151415236,20.0
Rtc Institute Of Technology,59.55182205976524,60.2065631738892,56.91409024272232,73.41077394207797,20.0
Rajamahendri Institute Of Engineering And Technology,59.54921686901296,70.53316965718167,53.02311664727483,60.10952886927187,20.0
Malla Reddy Engineering College And Management Sciences,59.548250216047194,67.74228901338304,53.13468944442999,57.865047785550175,20.0
Prem Prakash Gupta Institute Of Engineering,59.54812894561336,65.64743257294099,52.997730454532,59.88734348710607,20.0
Rajendra Mane Polytechnic,59.54617251338787,67.57333924437087,49.09791788121482,81.19523914722627,20.0
E-Max Group Of Institutions,59.54568023246799,47.23305329984475,70.2182334965868,73.76156228807025,20.0
St Ann'S College Of Engineering And Technology,59.54323062895187,73.06147626027993,47.23515468348712,64.12623829833439,20.0
Medak College Of Engineering And Technology,59.54252216824608,52.526863242950526,56.17974974164736,79.6146889863632,20.0
Crv Institute Of Technology And Science,59.54085669866981,47.00784411782103,76.0337982818219,64.02346440432609,20.0
Basavakalyan Engineering College,59.539682188433154,45.53958215882985,63.32477361528602,84.26554617112322,20.0
Stanley College Of Engineering And Technology For Women,59.53173910096287,72.49981814209364,57.84616663987441,53.61845752512613,20.0
Indus International University,59.531148244148,58.12933350308163,52.55949031931878,81.57673533632533,20.0
Arulmigu Meenakshi Amman College Of Engineering,59.530845108467375,58.862281424545735,46.42292680004917,78.79181529250341,20.0
Narasaraopeta Institute Of Technology,59.529370941102336,63.39515635980665,52.342896773836046,72.15816072070051,20.0
Jahangirabad Institute Of Technology,59.52862910087686,63.55357879143104,59.61877924227972,56.96911628968028,20.0
Mahakal Institute Of Technology And Science,59.524569132316756,57.00933785080547,60.39466106254002,75.06646082516035,20.0
Goel Institute Of Technology And Management,59.5237930892837,76.45714573028394,48.84667473881285,53.46781139300095,20.0
Vidyavardhaka College Of Engineering,59.521527966596224,56.370498797127055,78.7139386431823,53.794844331927465,20.0
Gayatri Institute Of Engineering And Technology,59.51785402872926,42.55588926758422,69.56412687339309,79.71573789987114,20.0
Institute Of Engineering And Science,59.515409856528734,57.01516025039328,57.46932059194768,78.04376032754573,20.0
Sau Shantidevi Chavan Institute Of Engineering And Technology Polytechnic,59.51466811673179,63.779507199395866,62.1034313436023,56.5495892099713,20.0
Jaipur Institute Of Engineering And Management,59.51298022128037,57.82704068020973,56.55012334178261,73.28574699692062,20.0
Arm College Of Engineering And Technology,59.510459933182084,73.6031900167022,47.98619833499589,59.64049037105428,20.0
Siddhivinayak Technical Campus,59.50821296123095,71.56716388359567,43.56763127348592,66.72829961322701,20.0
Indian Institute Of Food Processing Technology,59.49893936323603,42.472636721916,68.06000469169804,84.49271633030422,20.0
Santhiram Engineering College,59.496186133363054,41.82941891130114,78.16373529052031,71.28874507842616,20.0
Gyan Ganga Institute Of Technology And Sciences,59.49535223438697,47.319751510458254,84.29448592648492,59.75426780013213,20.0
North Malabar Institute Of Technology,59.494101376651095,49.01949694297316,67.44080504821234,73.94197344215205,20.0
Ramgovind Institute Of Technology,59.49360399347685,43.95122489915084,60.30700951976472,84.45597243157471,20.0
Indian Institute Of Information Technology Design And Manufacturing Jabalpur,59.49125348146035,60.52817506275295,75.26696745827317,58.28049022706004,20.0
Drk College Of Engineering And Technology,59.49019536375681,55.48067088786145,67.38146058053061,58.85978395463913,20.0
Rkdf College Of Technology,59.48297555204327,58.27110841110033,45.166576916586166,84.6622892227418,20.0
Mahendra Institute Of Engineering And Technology,59.48166371246588,67.37731559205602,41.705826893829496,73.49702476774641,20.0
Sadasivam Kathirkamavalli Polytechnic College,59.481376471075784,61.04212468747096,55.50692438360729,65.69474797024154,20.0
The Kavery Polytechnic College,59.481012727177514,74.96360714563423,40.0926986107709,74.61628059657096,20.0
Institute Of People'S Science And Technology,59.47494626663964,43.67413166494707,74.81364936394502,79.99739602359861,20.0
Rajas Engineering College,59.47267766111284,49.72235128193383,70.00697447707361,64.43129963476441,20.0
Smt Dharini Anilkumar Shukla Education Campus,59.46906338706368,42.21865678262167,77.99384965673104,69.59773511875991,20.0
Galgotias College Of Engineering And Technology,59.46830075482441,58.292090798074895,59.78827581190082,73.43404779770057,20.0
Brainware University,59.46693941741393,57.86677565813877,58.068629187735816,72.72645763282608,20.0
Thakur Shivkumarsingh Memorial Engineering College,59.465007296287865,48.8177164621185,64.73887681970554,75.18720396396608,20.0
Sri Sakthi Polytechnic College,59.46205298995859,69.55692446940779,40.02515735689771,83.31304711929178,20.0
Jj College Of Engineering And Technology,59.461587654116634,63.10018536566532,40.93911224018671,82.21236639558349,20.0
Nanasaheb Mahadik Polytechnic Institute,59.459552812200805,79.70940265216555,56.33380018187702,65.3029474185601,20.0
Satara College Of Engineering And Management,59.45001452182348,55.29423803721512,48.707160627113794,84.77194745244117,20.0
Cgc Institute Of Architecture,59.44963672720089,58.87774403050982,59.18909753747116,69.74308891788709,20.0
Ips College Of Technology And Management,59.449393384525486,52.35868356549514,66.02329872859596,62.113116728915145,20.0
Asansol Engineering College,59.44876023775616,58.06155563205853,60.62547633645311,73.62156941362937,20.0
Ts Srinivasan Centre For Polytechnic College And Advanced Training,59.4481730238056,67.84315283601082,59.684508789709525,59.69267906853202,20.0
Sri Sai Ram Engineering College,59.447885283071614,47.3154986242208,81.87872885466388,58.62116510662361,20.0
Siwan Engineering And Technical Institute,59.44642790592001,71.78868597755681,45.6833440315378,65.24899673323435,20.0
Kumaraguru College Of Technology,59.444801209829635,69.75633509385305,47.80734195360858,69.63726052763663,20.0
Bankura Unnayani Institute Of Engineering,59.44372584190509,59.10914705684252,68.694461299133,60.39239966120667,20.0
