College Name,DSS,High_Compliance_Risk,Missing_Docs,Placement_Rate
Lr Institute Of Technology And Management,62.86388957067493,0,0,40.63916625072195
Sreenivasa College Of Engineering And Technology,62.86846699043484,0,0,69.62389044983797
Sd Shanti Niketan Institute Of Engineering And Technology,62.89008069457878,0,0,48.5775272351633
Bhupendra Narayan Mandal University,62.89582751190986,0,0,53.59621963024991
Hindusthan Institute Of Technology And Management,62.909175447521406,0,2,61.67126108607401
Dr Paul Raj Engineering College,62.95748709173415,0,1,46.276128492142654
Sree Narayana Guru College Of Engineering And Technology,62.96507539937409,0,2,75.38064463099616
Bharati Vidyapeeth College Of Architecture,62.98157633185858,0,0,59.78587901803888
Vidya Pratishthan'S Kamalnayan Bajaj Institute Of Engineering And Technology,62.984706419146136,0,0,59.215018216740624
Vivekananda Group Of Institutions,62.99448569323745,0,0,53.33182045993836
Satyam Institute Of Engineering And Technology,62.99986732985339,0,0,48.73257549496012
Jeppiaar Institute Of Technology,63.0011015662062,0,0,76.1325599569804
Darbhanga College Of Engineering,63.00998438144521,0,0,43.77725844783559
Seth Jai Parkash Mukand Lal Institute Of Engineering And Technology,63.0101552765373,0,0,42.121705261017176
St Peter'S University,63.015275495216784,0,0,67.37766579951527
Tkm College Of Engineering,63.01838242069344,0,0,46.83685584696491
Ramarani Institute Of Technology,63.02964597145426,0,1,54.27022751530092
Narayani Institute Of Engineering And Technology,63.03683741303492,0,0,43.23002609180748
Shanti Institute Of Technology,63.04688880626074,0,0,73.36043140040547
Csi College Of Engineering,63.06390695490583,0,2,71.84025268608089
Universal Engineering College,63.08021188520077,0,0,63.18963270935
Sri Mittapalli Institute Of Technology For Women,63.10796631893639,0,0,53.12725096769706
Acharya Shrimannarayan Polytechnic,63.11989358961304,0,0,64.53148145906232
Hms Institute Of Technology,63.12772960198287,0,0,62.67830401185493
Sri Sai Institute Of Technology And Science,63.13874504363184,0,1,56.97466669323041
Shri Sai Polytechnic College,63.14329582151589,0,0,51.12969128257655
Sree Visvesvaraya Institute Of Technology And Science,63.14942935090972,0,0,60.05078486576103
Kls Gogte Institute Of Technology,63.1663625627201,0,0,66.23115160074039
Mauli Group Of Institutions,63.16767009948256,0,0,75.79706712165228
Government Women'S Polytechnic,63.17289662412357,0,0,60.5182762575738
Sagi Ramakrishnam Raju Engineering College,63.185630054704944,0,0,55.38566711485228
Jawahar Education Society'S Ac Patil College Of Engineering,63.188903506841285,0,0,43.73816077470788
Ses Polytechnic,63.20354890564229,0,2,61.97473013467882
Gouthami Institute Of Technology And Management For Women,63.208305905566334,0,0,46.63275764715023
Apex Institute Of Engineering And Technology,63.21246133188059,0,1,45.86496675122874
Gurukula Institute Of Technology,63.23258211474193,0,0,43.03499913820373
K Ramakrishnan College Of Technology,63.246001145759,0,0,41.19098617885869
Dr Mc Saxena Institute Of Engineering And Management,63.24666045365933,0,0,41.72174769918731
Saint Joseph College For Technical Education,63.25565262160337,0,0,79.55204700025192
Hi Tech Institute Of Engineering And Technology,63.26925257615039,0,1,52.842403547612136
Lourdes Mount College Of Engineering And Technology,63.27663214722902,0,0,41.33684776367747
Velalar College Of Engineering And Technology,63.30053148221515,0,0,60.57878735261323
Sanjivani College Of Engineering,63.31983481008365,0,1,60.53225144721486
Bsf Polytechnic,63.31991105105647,0,0,44.246825174139865
Contai Polytechnic,63.32329594344732,0,0,43.18608028603342
Basavakalyan Engineering College,63.32477361528602,0,2,45.53958215882985
Khandelwal College Of Architecture And Design,63.344367096301056,0,2,70.899677345779
Bandari Srinivas College Of Engineering And Technology,63.36880049708298,0,1,51.79325381055891
Holy Mary Institute Of Technology And Science,63.39942240562242,0,0,53.04369825878212
Bennett University,63.40200435702817,0,1,73.95650493883858
Mahatma Gandhi Mission'S Jawaharlal Nehru Engineering College,63.40372699270022,0,0,71.80651606019808
Dr Nagarathinam'S College Of Engineering,63.43088013009708,0,1,50.56640860152174
Kr Mangalam University,63.44828333890791,0,0,78.34282617897972
Babu Banarasi Das Engineering College,63.4664484592296,0,0,63.03892037094515
Dy Patil College Of Engineering,63.47201534111972,0,1,74.3484696970471
Nr Vekaria Institute Of Technology,63.48630282450725,0,0,79.66899893068971
Kar Polytechnic College,63.49590348872091,0,0,71.73381517461841
Vns Group Of Institutions,63.51256763687495,0,0,77.63027300048995
Svs Polytechnic College,63.5150340996277,0,2,66.1968727395459
Ambedkar Institute Of Advanced Communication Technologies And Research,63.53003133783716,0,2,62.52968681213386
Metropolitan Institute Of Technology And Management,63.5432594387285,0,0,70.08628283971578
Bearys Institute Of Technology,63.55039572752082,0,0,40.478229415859566
Shetty Institute Of Technology,63.56951996749709,0,0,69.97544309240175
New Horizon College Of Engineering,63.57087264736352,0,0,75.35842580174673
College Of Fisheries Engineering,63.572583904964674,0,0,78.42446672104577
Rkdf University,63.5820791666047,0,1,45.64398008258061
Akole Taluka Education Societys Faculty Of Polytechnic,63.59035372059708,0,0,47.73407759401905
Shram Sadhana Bombay Trust'S College Of Engineering And Technology,63.59201779908069,0,1,61.20589084226188
Sankar Polytechnic College,63.59314360122893,0,0,42.723072886647145
Department Of Ship Technology,63.60204909936675,0,0,75.13865655313981
Vikash Polytechnic,63.6185588078006,0,0,57.96823912681477
Laxminarayan Institute Of Technology,63.63648628158694,0,1,76.72421270212294
Institute Of Engineering And Technology,63.64719575259107,0,0,66.56072833008704
Iimt Engineering College,63.65283725747205,0,0,40.4618616936141
Padmabhooshan Vasantdada Patil Institute Of Technology,63.65688230689126,0,0,45.53741402821129
Pollachi Institute Of Engineering And Technology,63.684344602018086,0,0,53.976647119379095
Eluru College Of Engineering And Technology,63.705463034881205,0,0,73.84601659731896
Heera College Of Engineering And Technology,63.71079026810988,0,0,58.48360551005155
Pa College Of Engineering,63.718924504102816,0,0,71.95078173059375
Gandhi Academy Of Technical Education Polytechnic,63.72292666687905,0,0,61.02576907245145
School Of Architecture,63.72313068294388,0,0,55.8011899798808
Srm Valliammai Engineering College,63.72391702119524,0,1,47.76811760547778
Drona'S Polytechnic College,63.74796433640809,0,2,68.33380368029388
South Point Institute Of Technology And Management,63.7536665527062,0,0,51.03245963194064
Mangalmay Group Of Institutions,63.75933970446973,0,0,68.509802279757
Maharana Pratap College Of Engineering,63.76258518465316,0,0,48.44876648725261
Muthayammal Engineering College,63.76973107673728,0,0,41.89254264388087
Ms Polytechnic College,63.777090254838015,0,0,74.35367268842126
Baruipur Government Polytechnic,63.79933548322704,0,0,60.956780732131946
Nbkr Institute Of Science And Technology,63.80986761592024,0,0,53.56104650671213
Maharashtra Animal And Fishery Sciences University,63.81169789207377,0,0,49.10200538399725
St Andrews Institute Of Technology And Management,63.814091383295576,0,0,47.71806117936905
Hkbk College Of Engineering,63.81956171520128,0,0,61.28474318140472
Technocrats Institute Of Technology,63.8241803225749,0,0,76.6783391845588
Arvindbhai Patel Institute Of Environmental Design,63.83357982567126,0,1,44.063550838161305
Rourkela Institute Of Technology,63.86830315689766,0,1,74.93566886534447
Sree Narayana Gurukulam College Of Engineering,63.87876392940829,0,1,49.67909978937597
Mahatma Gandhi Universe Institute,63.88273061481475,0,0,78.85155118786864
Hindustan Institute Of Technology And Science,63.88947209614865,0,1,62.80521740657368
Truba College Of Science And Technology,63.898038470652295,0,0,60.775908330096016
Anjuman-I-Islam'S Kalsekar Technical Campus,63.90975050491341,0,0,75.38772858707607
Azmet College Of Engineering And Technology,63.91435478608656,0,1,67.05300543158504
Kanpur Institute Of Technology,63.914635288020335,0,0,57.29713670206056
Pcps Girls Polytechnic,63.917559339721016,0,0,68.85266652989873
Tayyib Muslim Polytechnic College,63.94429280203692,0,1,60.913905936205055
Sam College Of Engineering And Technology,63.950665065808565,0,0,45.17386944127209
St Mariam Polytechnic College,63.95105046973004,0,2,41.35409081002668
Tr Abhilashi Memorial Institute Of Engineering And Technology,63.96276522927866,0,0,40.702147539232776
Mother Theresa Institute Of Science And Technology,63.97095214474368,0,0,59.293023695698096
Kle Technological University,63.97530505772487,0,0,42.8689955638561
School Of Electronics,63.99226574105786,0,0,71.79554103366321
Institute Of Technology Marine Engineering,64.01014669522559,0,0,57.69388964047261
Dusi Polytechnic College,64.01892825975779,0,0,74.97168582050719
Sri Ramanujar Engineering College,64.02710060085977,0,0,65.85738984450455
Bellamkonda Polytechnic College,64.02800460547381,0,1,63.71143968994829
Ik Gujral Punjab Technical University Campus,64.06173681747313,0,1,79.96315747199986
Central Institute Of Technology,64.06948927911537,0,0,40.71562919489563
Tudi Ram Reddy Institute Of Technology And Science,64.08136752982145,0,0,60.13366369157935
Rishi Ms Institute Of Engineering And Technology For Women,64.12190323937995,0,1,72.61716906655826
Shree Vinayaka Polytechnic,64.13328477509829,0,0,77.9997083375327
Marudhar Engineering College,64.15008655952066,0,0,64.44633819438906
Gwalior Institute Of Information Technology,64.16929596533245,0,0,72.61479036184028
Rao Bahadur Y Mahabaleshwarappa Engineering College,64.1916086612114,0,0,46.14707177206644
Mauli Institute Of Technology Polytechnic,64.19275605222319,0,1,42.56548760039091
Thaai Polytechnic College,64.20082659903315,0,0,50.40158687102104
Sona College Of Technology,64.20539311784965,0,0,47.10800839997814
Atmiya Institute Of Technology And Science,64.21569774428822,0,0,63.3923081415748
Bonam Venkata Chalamayya Institute Of Technology And Science,64.21877967244504,0,1,76.97520465996192
Millia Institute Of Technology,64.22303124851463,0,0,50.48922553486696
Gh Raisoni College Of Engineering,64.22364587372967,0,0,69.54528841650301
Mahavir Institute Of Engineering And Technology,64.23039751140958,0,0,56.987548653156296
Lbs College Of Engineering,64.23629961689039,0,1,59.151937803075214
Vaish College Of Engineering,64.24195864789817,0,1,56.48935382157407
Kurinji College Of Engineering And Technology,64.24405247456882,0,0,62.85821741309099
Hr Institute Of Engineering And Technology,64.2734346799221,0,2,60.77116840424804
St Gregorios College Of Engineering,64.276987600524,0,0,47.32774178385433
Nehru Institute Of Engineering And Technology,64.27909592862972,0,2,71.24367759834593
Prestige Institute Of Engineering Management And Research,64.30291297836409,0,0,57.16061901662073
Shatabdi Institute Of Technology,64.3120990624778,0,0,47.545405974517
Vikrant Institute Of Technology And Management,64.31647999581129,0,0,42.10548171326919
Bharati Vidyapeeth'S College Of Engineering,64.33314617483714,0,2,44.62927350166253
Nalanda College Of Engineering,64.33361778510925,0,0,45.73843513214831
Ayya Nadar Janaki Ammal Polytechnic College,64.36519120282651,0,0,42.90957991656935
Shiva Rama Krishna College Of Engineering And Technology,64.36667965127158,0,0,49.284935206429445
Dr T Thimmaiah Institute Of Technology,64.36933789919274,0,0,42.76971927556432
Dumka Engineering College,64.37264952262376,0,1,77.08190796279082
Loknete Gopalraoji Gulve Polytechnic,64.37501001751825,0,1,65.35530339003759
Camellia Institute Of Polytechnic,64.39003557490915,0,0,61.16570508911981
Gargi Institute Of Science And Technology,64.39061140222387,0,0,51.30744008888418
Sri Ranganathar Institute Of Polytechnic College,64.40417965315271,0,0,65.31924571086311
Premlila Vithaldas Polytechnic,64.4115068045566,0,0,74.13661730073528
Sunrise Institute Of Engineering Technology And Management,64.41327957333878,0,0,54.89488699475488
Devi Mahalaxmi Polytechnic College,64.43358848938523,0,2,50.26960457821378
Jld Engineering And Management College,64.4389395107078,0,0,54.06607045762296
Galgotias University,64.46151814282807,0,0,61.57521725879634
Indian Institute Of Petroleum And Energy Visakhapatnam,64.48285602509362,0,0,49.24177393505916
Mar Ephraem College Of Engineering And Technology,64.49095642787499,0,0,45.91225722968717
Sms Polytechnic College,64.49526811400202,0,0,53.862991920449474
Bv Raju Institute Of Technology,64.50203809560182,0,0,53.338555542067965
Quba College Of Engineering And Technology,64.51257093994138,0,0,48.07592420640251
Cooch Behar Polytechnic,64.52077749631393,0,2,44.36743602497571
Ramgarhia Polytechnic College,64.5225121954539,0,0,70.34201888175323
Institute For Design Of Electrical Measuring Instruments,64.52845616586208,0,0,53.163297530952704
Kmm Institute Of Technology And Science,64.53207556166046,0,1,58.71099621640996
Indira Gandhi Institute Of Engineering And Technology,64.57638067004409,0,1,55.23518830534694
Don Bosco Polytechnic College,64.57911354905931,0,0,55.48210522857316
Nandha Engineering College,64.58449489327734,0,0,76.85586094576347
Roorkee Engineering And Management Technology Institute,64.5951490831015,0,0,61.86458208491855
Deepshikha College Of Technical Education,64.60085851875499,0,0,61.82126250729897
Mangalmay Institute Of Management And Technology,64.61308221479558,0,0,66.54096561525216
Swarnandhra Institute Of Engineering And Technology,64.62650388891909,0,0,72.9807240271085
Csmss Chh Shahu College Of Engineering,64.6293792426116,0,0,60.52892869135047
Sri Muthalamman Polytechnic College,64.63133773431821,0,0,42.85206955092845
Government Institute Of Chemical Engineering,64.63645767898389,0,0,41.84450652867321
Gh Raisoni Institute Of Engineering And Technology,64.64872711837944,0,0,53.80893233220634
Lakshmi Narain College Of Technology And Science,64.6508374132242,0,1,65.47887962097113
Bangalore University,64.6875741605195,0,2,43.08097505579416
Dmi College Of Engineering,64.70938175660416,0,0,77.9030451199186
Cu Shah Polytechnic,64.71668860534024,0,0,49.92434454175596
Thakur Shivkumarsingh Memorial Engineering College,64.73887681970554,0,0,48.8177164621185
Sri Lakshmi Ammal Engineering College,64.75607819169834,0,0,67.6199604258326
Symbiosis Institute Of Technology,64.7790326545375,0,0,58.64708267121978
Ndrk Institute Of Technology,64.78540839522773,0,0,51.19233898430097
Sjm Institute Of Technology,64.78728838721074,0,0,47.61529742598435
Sb Institute Of Engineering And Technology,64.78733328345686,0,0,67.08350134732332
Periyar Maniammai Institute Of Science And Technology,64.8003366683771,0,0,77.48522145565789
C Abdul Hakeem College Of Engineering And Technology,64.81936083732211,0,0,44.21304564902958
Sri Krishna College Of Engineering And Technology,64.82105744172301,0,1,41.81747581375579
Jayawantrao Sawant College Of Engineering,64.84282962857591,0,0,52.27690096010814
Chintalapudi Engineering College,64.84566668844927,0,0,74.45686372846012
Veer Bahadur Singh Purvanchal University,64.84965988478547,0,1,48.646825441786326
Shri Sapthagiri Institute Of Technology,64.87868434820172,0,0,72.99175586581585
Sjb Institute Of Technology,64.88325593176019,0,1,44.64297150849753
Rungta College Of Engineering And Technology,64.88349968870762,0,0,55.02191042190484
Navjeevan Education Society'S Polytechnic,64.89195716227634,0,0,69.76002048351705
Sanskar College Of Engineering And Technology,64.90652399472677,0,0,47.06040523799552
Sirda Polytechnic,64.90760417831136,0,0,73.48615252823336
Tgl Gopalsetty Polytechnic,64.91287138885582,0,1,49.38530287507454
Vidya Vikas Institute Of Engineering And Technology,64.9158820421847,0,0,75.89866953595546
Jecrc Udml College Of Engineering,64.92076414839708,0,0,64.74794336533344
Medha College Of Engineering,64.9417235271934,0,0,71.58530763580718
Sachdeva Engineering College For Girls,64.95324499694628,0,2,63.740220765966086
Shri Bajrang Polytechnic College,64.95597354945434,0,1,48.27082459875268
Late Annasaheb Patil Polytechnic,64.95737535606898,0,1,70.05333832452123
Krishna Engineering College,64.96814473952941,0,0,59.37556687228966
Clg Institute Of Engineering And Technology,64.97246771376214,0,1,40.28718422219568
Canara Engineering College,64.9793854710928,0,0,57.136955918353856
Vp Muthaiah Pillai Meenakshi Ammal Engineering College For Women,64.99444424668475,0,2,58.3140841276518
Jawaharlal Institute Of Technology,65.01803573728233,0,0,58.69778459059302
School Of Engineering,65.03276283544596,0,0,71.32554848514417
Sai Nath College,65.03695514059233,0,1,50.83943693130185
Annamacharya Institute Of Technology And Science,65.04457620883842,0,0,54.7510689035076
Mvn University,65.0446146884214,0,1,43.22411974925584
Sri Sukhmani Institute Of Engineering And Technology,65.04659258759091,0,0,64.2711501720728
East West College Of Engineering,65.0611363434495,0,1,46.54291389892653
Sam Higginbottom Institute Of Agriculture Technology And Science,65.07538470036425,0,0,64.69572837057582
Chhatrapati Shivaji Institute Of Technology,65.07560596360057,0,0,65.58834785622322
University Institute Of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya,65.08119266111866,0,1,71.63287665747417
Shree Sant Muktabai Institute Of Technology,65.08141267843283,0,0,44.03906573226521
Manipur Institute Of Technology,65.08792237939045,0,0,74.92692715945309
St Anns Engineering College,65.10434724737394,0,0,78.71755533367404
Gulzar Group Of Institutes,65.13286086237476,0,2,55.83659524938327
Kashi Institute Of Technology,65.13512991729124,0,0,64.70038849797987
Sakthi Mariamman Engineering College,65.13660387274423,0,0,45.6851835799506
Vishnu Institute Of Technology,65.14286814876169,0,1,53.54126316649288
Aamdar Kashinathji Mengal Polytechnic,65.1446344741622,0,0,67.81275416328127
Kalawatibai College Of Engineering And Technology Polytechnic,65.14580911243895,0,0,43.8704091117802
Symbiosis University Of Applied Sciences,65.15372689029141,0,2,67.07966490349146
Sriram Engineering College,65.15823318516104,0,1,49.063492454382725
Shree Ram Mulkh College Of Technical Education,65.19413350264414,0,0,49.73106387560191
Gnit Girls Institute Of Technology,65.19883625332122,0,1,72.0608280721413
Shri Krishna Institute Of Technology And Management,65.20083099338919,0,1,59.08146863101588
Thapar Institute Of Engineering And Technology,65.20263181824369,0,0,75.41936283151719
Delhi Institute Of Tool Engineering,65.20494384523593,0,1,75.14512529613862
Sardar Bhagwan Singh University,65.20940048624124,0,1,65.01066928500575
Sri Polytechnic College,65.2120208165993,0,0,40.27818432061948
Annasaheb Dange College Of Engineering And Technology,65.22145960927257,0,0,49.84780038356762
Rajasthan Institute Of Engineering And Technology,65.2281427481544,0,0,44.46964884663901
Khurana Sawant Institute Of Engineering And Technology,65.23034964222053,0,0,57.2723614561604
Everest College Of Engineering And Technology,65.23408870621483,0,0,45.288381096695446
Sir Jc Bose School Of Engineering,65.2379864040607,0,1,41.03059013333338
Indira Gandhi National Open University,65.25939087144201,0,1,65.5935601027824
Narasaraopeta Engineering College,65.25940001020265,0,1,65.22917504297787
Priyadarshini Institute Of Technology And Management,65.26498256888536,0,0,45.123884660371125
Teri School Of Advanced Studies,65.26619279358783,0,0,50.21018368700753
Vsb Engineering College,65.26652061147796,0,0,72.33847784173568
Sri Sarathi Institute Of Engineering And Technology,65.27429751311251,0,0,76.16062775899393
Global Institute Of Technology,65.28356869692227,0,0,52.392254959670574
Neotia Institute Of Technology Management And Science,65.29490393346012,0,0,63.340395007083615
Vins Christian College Of Engineering,65.30338960825088,0,2,59.57565209232586
Rawal Institute Of Engineering And Technology,65.31903746944917,0,0,77.62129092224102
Malout Institute Of Management And Information Technology,65.33007609436577,0,1,46.78889126043519
Kings Group Of Institutions,65.33333857977897,0,0,64.41283800041825
Priyadarshini Institute Of Technology And Science,65.34198368944418,0,0,48.968185190055536
Delhi College Of Technology And Management,65.34906211917571,0,0,51.22841446875054
Columbia Institute Of Engineering And Technology,65.34917556446001,0,0,72.54538196564437
Sri Sukhmani Polytechnic,65.35994645186582,0,0,43.65516719247997
Hjd Institute Of Technical Education And Research,65.39319168604337,0,1,60.73645599518005
Late Vasantdada Polytechnic,65.39495897726546,0,1,48.20411827905646
Smt Kashibai Navale College Of Architecture,65.4007482477274,0,0,65.95913350786671
Thandra Paparaya Institute Of Science And Technology,65.4074270632287,0,0,78.00102272987976
Visakha Institute Of Engineering And Technology,65.41087673993235,0,0,53.41512735389329
Jd College Of Engineering And Management,65.41096153794085,0,1,52.12116921143225
Swamy Vivekananda Engineering College,65.42236222815606,0,0,69.65202337763273
Aryabharathi Polytechnic,65.42615196591599,0,0,76.13603484179512
Sanghvi Institute Of Management And Science,65.42937646803438,0,0,53.87167671998124
Priyadarshini College Of Engineering,65.43808811897458,0,2,44.7477605420897
Sant Longowal Institute Of Engineering And Technology,65.46377908938639,0,0,67.12859653855502
Aryans College Of Engineering,65.46445633198051,0,0,58.987460533889255
Gyan Ganga Polytechnic,65.47868522235402,0,0,49.828640092772616
Mit Polytechnic College,65.49619907219454,0,2,55.43017242894187
Shriram Institute Of Information Technology,65.50083753068598,0,0,54.57910036677191
Indo Global College Of Architecture,65.5142545093134,0,0,56.725375750778
Rajshree Institute Of Management And Technology,65.51727735705987,0,0,72.93191318123061
Veerappa Nisty Engineering College,65.52370576008045,0,0,78.68025185487957
Mit College Of Engineering And Management,65.52622895009985,0,0,46.8841117279758
Scad Institute Of Technology,65.52764585285982,0,0,79.25107120674326
Sant Tukaram Polytechnic,65.56427196635919,0,0,62.39687266528027
Snjb'S Shri Hiralal Hastimal Jain Brothers Polytechnic,65.56987229964793,0,0,76.32024097456802
Gsfc University,65.57110054921871,0,2,61.85124119931017
Doaba Women Institute Of Engineering And Technology,65.57520428547537,0,0,74.8500751505155
Srm University Ap,65.57937016117695,0,1,67.31039013347703
Garv Institute Of Management And Technology,65.58750510146368,0,0,56.6011413181195
Marathwada Mitra Mandal'S College Of Engineering,65.62535042954887,0,0,69.8319372936681
Gudiyattam Polytechnic College,65.62955555483167,0,0,50.19750524356565
Excel Polytechnic College,65.6297128761939,0,0,56.24297038452221
Lenora College Of Engineering,65.65101389950442,0,0,48.65673046368476
Al-Ameen Engineering College,65.66315024053513,0,1,49.35089666880465
Sardar Patel University Of Police Security And Criminal Justice,65.6701853701992,0,0,50.34136585855475
Shri Krishan Institute Of Engineering And Technology,65.67022080827618,0,0,72.7625700956174
Sunder Deep College Of Architecture,65.67151080211403,0,0,58.41139287569968
Chaitanya Engineering College,65.68216537465268,0,1,65.08618568958107
Audisankara College Of Engineering And Technology,65.69372566698082,0,0,71.91922682161137
Bis College Of Engineering And Technology,65.69570712213772,0,0,42.73882704430878
Bheemanna Khandre Institute Of Technology,65.70214757819403,0,0,47.20396111875746
Leela Krishna Babuji Polytechnic,65.71557928042357,0,0,40.51015737338281
Assam Down Town University,65.71815930713692,0,0,45.58573112959476
Rl Institute Of Nautical Sciences,65.74172423936957,0,2,68.83165798720984
Sardar Patel College Of Engineering,65.74206608165741,0,0,72.31225732550664
Aditya Polytechnic,65.74614963881466,0,1,76.99876949988169
Hasvita Institute Of Science And Technology,65.74735479402094,0,1,61.500689070493976
Dr Virendra Swarup Memorial Trust Group Of Institutions,65.77243453039117,0,1,77.70548397211121
Arkay College Of Engineering And Technology,65.77646450243891,0,0,78.8565782815374
Priyadarshini Jl College Of Engineering,65.77936973366714,0,0,70.08264559093473
Al Azhar Polytechnic College,65.79863933447425,0,0,43.46392359829203
Deen Bandhu Chhotu Ram University Of Science And Technology,65.79866775840054,0,1,50.33696811075857
Arunai Engineering College,65.8041345517936,0,0,62.2476261861726
Shambhunath Institute Of Engineering And Technology,65.8072635714255,0,1,43.67099596948069
Akshara Polytechnic College,65.81706139152149,0,0,47.52567546968945
Ponjesly College Of Engineering,65.81868192667233,0,0,44.31395003767318
Mehr Chand Polytechnic College,65.81870471018651,0,0,67.45955773365326
Rajiv Gandhi Polytechnic,65.83485525451759,0,1,58.18051934348993
Csmss College Of Polytechnic,65.83813432575873,0,0,61.64585595591931
Pk Technical Campus,65.85569865021388,0,0,77.56427162235298
Samarth College Of Engineering And Technology,65.85605706449559,0,0,40.42795272977951
Bhivarabai Sawant College Of Engineering And Research,65.85760348760397,0,0,52.2966579786501
Vijnan Institute Of Science And Technology,65.89866321409278,0,0,72.42476911370454
Vjp Polytechnic College,65.91174232821547,0,0,57.06496445103242
Women'S Polytechnic,65.91528426933283,0,0,50.50171793645674
Jms Group Of Institutions,65.92084790195892,0,0,67.20339093516316
Cv Charantimath Rural Polytechnic,65.92471213144043,0,0,63.78448611315133
Bharat College Of Engineering,65.94836766269064,0,0,72.08154860043919
Bharati Vidyapeeth College Of Engineering,65.97040153478184,0,0,73.0507615157361
Royal School Of Engineering And Technology,65.97856521770363,0,2,73.30035064893198
Anand Charitable Sansta'S Diploma In Engineering And Technology,65.99684831885487,0,0,66.2565837240979
Kalam Institute Of Technology Polytechnic,66.00442946798002,0,0,43.440561078402425
Maharaja Prithvi Engineering College,66.0066829285414,0,0,77.54049248627628
Mgm'S Polytechnic College,66.01611328556231,0,0,57.233958559958815
Ips College Of Technology And Management,66.02329872859596,0,1,52.35868356549514
Shri Someshwar Shikshan Prasarak Mandal,66.03014289308942,0,1,74.83224610752876
Abes Engineering College,66.03502852735704,0,0,74.2028738541139
Dr S And Ss Ghandhy College Of Engineering And Technology,66.04415625505291,0,0,45.25468569637134
Shree Ganpati Institute Of Technology,66.06838638703402,0,0,44.62302500948206
Siddharth Institute Of Technology,66.07639979103547,0,2,66.78814633154637
Suresh Deep Polytechnic,66.07723746300032,0,0,43.686962556326094
Vivekanand Polytechnic,66.08574125158755,0,0,60.74016768793738
Shri Guru Hargobind Sahib Government Polytechnic College,66.09466355756396,0,0,47.47382285502774
Wainganga College Of Engineering And Management,66.09882461193524,0,0,59.907962653911184
Yamuna Institute Of Engineering And Technology,66.10032031379453,0,0,67.13129763121808
Vivekananda Institute Of Technology And Science,66.1101718857866,0,0,44.08724341564822
Svpes Faculty Of Engineering,66.11930451671074,0,0,55.96065632474237
Bharath Niketan Polytechnic College,66.13499989892442,0,2,63.33050229152232
Kg Engineering Institute,66.15809670336891,0,2,47.35444443860296
Ysr Engineering College,66.15892290841576,0,1,58.56743798195441
Shree Kapildhara Polytechnic,66.16634723491539,0,0,41.77413965378191
Pillai Hoc College Of Architecture,66.17525159318485,0,2,62.77500837307535
Vel'S Institute Of Science Technology And Advanced Studies,66.17690741547801,0,0,76.98820501000938
Netaji Subhas Chandra Bose Institute Of Pharmacy,66.21824672210965,0,0,52.0476044607632
Future Institute Of Engineering And Technology,66.21898821738678,0,0,61.31187237022926
Meerut Institute Of Technology,66.22051614169362,0,2,77.05665544004647
St Mary'S Polytechnic College,66.22882767850747,0,0,40.89417647409291
Infant Jesus College Of Engineering And Technology,66.23632229029712,0,0,63.26001977871766
University Institute Of Engineering And Technology,66.24083087258597,0,0,64.53806380266538
Priyatam Institute Of Technology And Management,66.27304310476602,0,0,68.57009076465059
Balaghat Engineering College,66.29807035032147,0,0,71.74110169708294
St Joseph Engineering College,66.32893945247774,0,0,78.13688913001543
Chanakya Technical Campus,66.34631477180162,0,1,52.16805467168058
Sardar Raja College Of Engineering,66.34661476020531,0,1,56.11697206599966
Gk Bharad Institute Of Engineering,66.34776227800522,0,0,69.28757989542578
Bhubaneswar Institute Of Technology,66.34888711027054,0,0,79.50845012492559
Sahakari Vidya Kendra Polytechnic,66.36638796092953,0,0,49.78473493529021
Annamalaiar College Of Engineering,66.38210874280489,0,0,40.16296034782882
Maharashtra Institute Of Printing Technology,66.3927490109588,0,2,57.52864194658304
Ahalia School Of Engineering And Technology,66.44111933401392,0,0,61.01696385846965
Matoshri Pratishthans Group Of Institutions,66.44668472900139,0,0,51.96538453791986
Sri Balakrishna Polytechnic College,66.45506439364542,0,0,56.32976355608449
Nshm Knowledge Campus,66.45895688189799,0,0,52.4942950255852
Government College Of Engineering,66.46462049142296,0,0,67.84083981644667
Dr Bheem Rao Ambedkar Polytechnic College,66.46591232111082,0,0,69.5322281469447
Shri Kashi Chandradev Yadav Polytechnic,66.47538443042765,0,0,51.66214023249699
Velagapudi Ramakrishna Siddhartha Engineering College,66.50428683865297,0,0,50.09112650935194
Vnr Vignana Jyothi Institute Of Engineering And Technology,66.50748071153768,0,0,79.61472233311062
Siksha 'O' Anusandhan,66.51992048904954,0,0,63.09944746717037
Rama Engineering College,66.54549355996335,0,0,59.4443866732955
Jai Bharath College Of Management And Engineering Technology,66.55337441006785,0,0,48.54312861874613
Jawaharlal Nehru Technological University,66.55375555815327,0,1,41.36930249123674
Ag Patil Institute Of Technology,66.55426212330865,0,0,40.8477897393311
Viit College Of Technology And Management,66.57145143737634,0,0,49.27007450029309
University Institute Of Technology,66.5783576823339,0,0,75.20815519611651
Shree Pandit Nathulalji Vyas Technical Campus,66.59983893107494,0,1,57.35506820296999
Odisha Polytechnic,66.60612134238143,0,0,71.60162208152846
Gla University,66.61431321922461,0,0,42.87482651948424
Birla Institute Of Applied Sciences,66.62485020474499,0,0,41.87254306505574
