Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
2968,Smt SR Patel Engineering College,69.45,22.15,45.8
2969,Shri Sant Gadge Baba College of Engineering and Technology,67.01,24.6,45.8
2970,Gandhi Institute of Advanced Computer and Research,70.76,20.83,45.79
2971,QIS Institute of Technology,53.59,37.97,45.78
2972,Loyola Institute of Technology,68.73,22.83,45.78
2973,Ahalia School of Engineering and Technology,66.44,25.12,45.78
2974,Maharaja Prithvi Engineering College,66.01,25.54,45.77
2975,Vyas College of Engineering and Technology,50.19,41.35,45.77
2976,ACN College of Engineering and Management Studies,47.99,43.54,45.76
2977,PR Patil College of Engineering and Technology,40.2,51.33,45.76
2978,Aizza College of Engineering and Technology,50.55,40.98,45.76
2979,Neelkanth College of Engineering,55.73,35.77,45.75
2980,Maharana Pratap College of Technology,68.57,22.93,45.75
2981,Sree Vidyanikethan Engineering College,68.74,22.75,45.74
2982,Vidya Vikas Institute of Engineering and Technology,64.92,26.56,45.74
2983,Government Polytechnic,65.96,25.5,45.73
2984,Sir CV Raman Institute of Technology and Sciences,69.21,22.25,45.73
2985,Regent Education and Research Foundation Group of Institutions,68.76,22.68,45.72
2986,Jayaram College of Engineering and Technology,71.09,20.36,45.72
2987,Venus Group of Educational and Research Institute,40.15,51.29,45.72
2988,BS Negi Mahila Pravidhik Prashikshan Sansthan,60.99,30.44,45.72
2989,Dr RN Lahoti Polytechnic College,69.19,22.25,45.72
2990,Tolani Maritime Institute,66.88,24.55,45.72
2991,Motherhood University,60.77,30.65,45.71
2992,G Narayanamma Institute of Technology and Science For Women,55.07,36.34,45.7
2993,Anjuman-I-Islam's Kalsekar Technical Campus,63.91,27.5,45.7
2994,Paramveer Polytechnic College,68.68,22.72,45.7
2995,Chandubhai S Patel Institute of Technology,72.01,19.39,45.7
2996,Aayojan School of Architecture and Design,48.42,42.97,45.7
2997,Saroj Institute of Technology and Management,69.47,21.93,45.7
2998,Sai Vidya Institute of Technology,69.52,21.86,45.69
2999,PES University,67.44,23.95,45.69
3000,Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,60.56,30.82,45.69
3001,Hi Tech Institute of Engineering and Technology,63.27,28.09,45.68
3002,Allenhouse Institute of Technology,71.1,20.26,45.68
3003,TR Abhilashi Memorial Institute of Engineering and Technology,63.96,27.39,45.68
3004,Gargi Institute of Science and Technology,64.39,26.94,45.67
3005,Netaji Subhas Chandra Bose Institute of Pharmacy,66.22,25.13,45.67
3006,Hindustan Institute of Technology and Science,63.89,27.46,45.67
3007,Chettinad College of Engineering and Technology,44.44,46.87,45.66
3008,Shri Kashi Chandradev Yadav Polytechnic,66.48,24.84,45.66
3009,Flora Institute of Technology,68.21,23.1,45.65
3010,Matoshri Pratishthans Group of Institutions,66.45,24.84,45.64
3011,Government Girls Polytechnic,61.22,30.05,45.64
3012,Shri Dadaji Institute of Technology and Science,55.78,35.49,45.64
3013,Adarsh Polytechnic College,62.65,28.63,45.64
3014,Gurukula Institute of Technology,63.23,28.02,45.63
3015,Rajas Engineering College,70.01,21.26,45.63
3016,Rajaram Shinde Institute of Engineering and Technology,69.85,21.42,45.63
3017,Rawal Institute of Engineering and Technology,65.32,25.92,45.62
3018,Brahmanand Group of Institutions,56.78,34.43,45.61
3019,Smt Radhikatai Pandav Polytechnic,59.71,31.52,45.61
3020,Info Institute of Engineering,58.33,32.87,45.6
3021,Sri Sai Polytechnic College,62.2,29.01,45.6
3022,Anand Charitable Sansta's Diploma in Engineering and Technology,66.0,25.19,45.59
3023,Maria College of Engineering and Technology,54.98,36.19,45.58
3024,Hi Tech Institute of Information and Technology,69.92,21.24,45.58
3025,Annasaheb Dange College of Engineering and Technology,65.22,25.93,45.58
3026,School of Engineering,65.03,26.12,45.58
3027,C Abdul Hakeem College of Engineering and Technology,64.82,26.35,45.58
3028,Bengal Institute of Polytechnic,54.94,36.2,45.57
3029,JMS Group of Institutions,65.92,25.22,45.57
3030,KMCT Polytechnic College,70.47,20.66,45.57
3031,Gwalior Institute of Information Technology,64.17,26.95,45.56
3032,Azad Institute of Engineering and Technology,59.96,31.15,45.56
3033,Indian Institute of Information Technology,49.7,41.42,45.56
3034,Siddhivinayak College of Science and Higher Education,47.76,43.35,45.56
3035,Government Engineering College,51.55,39.56,45.55
3036,Vidya Academy of Science and Technology - Technical Campus,48.86,42.25,45.55
3037,Jawaharlal Nehru National College of Engineering,66.73,24.37,45.55
3038,Institute of Engineering and Management,62.24,28.86,45.55
3039,Government Engineering College,67.78,23.33,45.55
3040,LJ Polytechnic,60.4,30.69,45.54
3041,Shriram Institute of Engineering and Technology Centre,62.2,28.85,45.52
3042,Thiagarajar Polytechnic College,59.08,31.96,45.52
3043,Government Polytechnic,55.87,35.17,45.52
3044,St Michael Polytechnic College,61.08,29.95,45.51
3045,Nuva College of Engineering and Technology,53.1,37.9,45.5
3046,Shri USB College of Engineering and Management,69.9,21.08,45.49
3047,Bharath Institute of Higher Education and Research,71.46,19.51,45.49
3048,Government Polytechnic,52.46,38.52,45.49
3049,Holy Mary Institute of Technology,41.9,49.05,45.48
3050,JKP Polytechnic,67.52,23.44,45.48
3051,Kalam Institute of Technology Polytechnic,66.0,24.93,45.47
3052,Government Girls Polytechnic,52.12,38.8,45.46
3053,Dr Lankapalli Bullayya College of Engineering for Women,66.69,24.23,45.46
3054,Gandhigram Rural Institute,68.57,22.35,45.46
3055,Shreejee Institute of Technology and Management,70.44,20.48,45.46
3056,Mina Institute of Engineering and Technology for Women,40.43,50.47,45.45
3057,GIDC Degree Engineering College,68.35,22.55,45.45
3058,Prabhat Engineering College,68.55,22.34,45.44
3059,SMR East Coast College of Engineering and Technology,40.05,50.8,45.43
3060,Dr DY Patil Technical Campus,67.74,23.12,45.43
3061,Sona College of Technology,64.21,26.66,45.43
3062,Government Polytechnic,61.43,29.41,45.42
3063,Shri Venkteshwar Institute of Technology,55.65,35.17,45.41
3064,National Power Training Institute,49.7,41.12,45.41
3065,Netaji Subhas University of Technology,67.09,23.71,45.4
3066,Mahendra Polytechnic College,52.18,38.61,45.4
3067,IIMT College of Engineering,69.86,20.91,45.39
3068,Jiwaji University,57.84,32.92,45.38
3069,Shri Krishan Polytechnic,42.46,48.3,45.38
3070,Suresh Deep Polytechnic,66.08,24.68,45.38
3071,PCPS Girls Polytechnic,63.92,26.84,45.38
3072,BMS College of Engineering,66.74,24.02,45.38
3073,Presidency University,62.2,28.54,45.37
3074,St Peter's College of Engineering and Technology,68.61,22.13,45.37
3075,Neotia Institute of Technology Management and Science,65.29,25.44,45.37
3076,Shree Ram Mulkh College of Technical Education,65.19,25.55,45.37
3077,Ponjesly College of Engineering,65.82,24.9,45.36
3078,Savita Devi Institute of Technology,70.9,19.83,45.36
3079,Swami Parmanand College of Engineering and Technology,67.9,22.82,45.36
3080,Bhubaneswar Institute of Industrial Technology,59.23,31.46,45.34
3081,Institute of Engineering and Rural Technology,67.77,22.91,45.34
3082,CB Kolli Polytechnic,67.23,23.45,45.34
3083,University College of Engineering,67.33,23.35,45.34
3084,Madras Institute of Technology,49.05,41.63,45.34
3085,Vaishnavi Institute of Technology and Science,47.58,43.07,45.32
3086,Gandhi Institute of Excellent Technocrats,69.37,21.27,45.32
3087,Shri Shankaracharya Institute of Professional Management and Technology,51.61,39.04,45.32
3088,Divine Institute of Engineering and Technology,67.38,23.24,45.31
3089,IBT College of Diploma Engineering,46.53,44.06,45.3
3090,Maharaja Sayajirao University of Baroda,41.9,48.7,45.3
3091,Jairupaa College of Engineering,59.71,30.9,45.3
3092,Sha-Shib College of Engineering,40.09,50.51,45.3
3093,Government Polytechnic,43.52,47.05,45.29
3094,Government Polytechnic,57.26,33.31,45.29
3095,Dr MC Saxena College of Engineering and Technology,42.92,47.67,45.29
3096,MIT School of Bioengineering Sciences and Research,53.93,36.64,45.29
3097,Hindustan Institute of Technology Science and Management,53.16,37.4,45.28
3098,Ganga Technical Campus,62.68,27.89,45.28
3099,Institute of Technology Marine Engineering,64.01,26.53,45.27
3100,Baba Mastnath University,67.48,23.07,45.27
3101,ITM University,49.5,41.01,45.26
3102,Mahavir Institute of Engineering and Technology,64.23,26.28,45.26
3103,Government Engineering College,67.38,23.13,45.26
3104,Madurai Institute of Engineering and Technology,56.85,33.67,45.26
3105,Mahatma Gandhi Missions College of Engineering and Technology,48.06,42.46,45.26
3106,Shroff SR Rotary Institute of Chemical Technology,56.38,34.09,45.24
3107,Musaliar College of Engineering and Technology,51.67,38.8,45.24
3108,Kurinji College of Engineering and Technology,64.24,26.23,45.24
3109,John Cox Memorial CSI Institute of Technology,70.23,20.24,45.23
3110,Perunthalaivar Kamarajar Institute of Engineering and Technology,61.56,28.9,45.23
3111,Dr KN Modi Engineering College,67.08,23.38,45.23
3112,Chhotu Ram Rural Institute of Technology,60.19,30.25,45.22
3113,Aurora's Technological and Management Academy,58.98,31.43,45.21
3114,Christian Polytechnic College,67.72,22.7,45.21
3115,Mahakal Institute of Technology and Science,60.39,30.03,45.21
3116,Sri Ramana Polytechnic College,40.94,49.45,45.2
3117,Kongunadu Polytechnic College,68.17,22.23,45.2
3118,SD College of Engineering and Technology,69.38,21.0,45.19
3119,Vedica Institute of Technology,68.47,21.88,45.18
3120,Prasad Polytechnic,63.28,27.07,45.18
3121,Guru Ramdas Khalsa Institute of Science and Technology,47.18,43.18,45.18
3122,Sadguru Swami Nithyananda Institute of Technology,62.2,28.16,45.18
3123,Intell Engineering College,69.65,20.69,45.17
3124,Raajdhani Engineering College,51.6,38.69,45.15
3125,Sree Arumugham Polytechnic College,55.78,34.53,45.15
3126,Abacus Institute of Engineering and Management,45.99,44.31,45.15
3127,Dr S and SS Ghandhy College of Engineering and Technology,66.04,24.23,45.14
3128,Government Women's Polytechnic College,54.86,35.42,45.14
3129,Shri Sapthagiri Institute of Technology,64.88,25.39,45.13
3130,Jainuddin Zaweri Polytechnic,56.15,34.11,45.13
3131,MS Polytechnic College,63.78,26.49,45.13
3132,Ram Singh College of Engineering and Technology,67.4,22.83,45.12
3133,PK Technical Campus,65.86,24.38,45.12
3134,Murshidabad College of Engineering and Technology,69.82,20.42,45.12
3135,Apex Institute of Management and Technology,69.07,21.17,45.12
3136,Mar Baselios Christian College of Engineering and Technology,68.34,21.9,45.12
3137,Dibrugarh Polytechnic,60.02,30.2,45.11
3138,Tudi Ram Reddy Institute of Technology and Science,55.15,35.08,45.11
3139,Government Polytechnic,69.52,20.7,45.11
3140,Sarvoday Polytechnic Institute,42.01,48.22,45.11
3141,Birla Vishvakarma Mahavidyalaya,57.92,32.31,45.11
3142,Amrita Sai Institute of Science and Technology,68.42,21.81,45.11
3143,Gandhi School of Engineering,60.54,29.66,45.1
3144,CU Shah Technical Institute of Diploma Studies,57.8,32.4,45.1
3145,Institute of Engineering and Technology,63.65,26.56,45.1
3146,Shree Ganpati Institute of Technology,66.07,24.14,45.1
3147,Government Polytechnic,49.22,40.95,45.09
3148,Rajiv Gandhi University of Knowledge Technologies,64.27,25.91,45.09
3149,Vidya Vikas Polytechnic,50.18,39.98,45.08
3150,Government Engineering College,65.01,25.16,45.08
3151,Younus College of Engineering and Technology,60.2,29.96,45.08
3152,KK College of Engineering and Management,58.12,32.04,45.08
3153,BS Patel Polytechnic,49.11,41.03,45.07
3154,Satyam Institute of Engineering and Technology,63.0,27.15,45.07
3155,Malla Reddy College of Engineering,59.75,30.37,45.06
3156,Government Polytechnic College,66.83,23.27,45.05
3157,KS Polytechnic,44.42,45.69,45.05
3158,Assam Textile Institute,44.75,45.33,45.04
3159,Indus Institute of Engineering and Technology,69.83,20.25,45.04
3160,SN Mudbidri Polytechnic,61.92,28.15,45.04
3161,Srajan Institute of Technology,59.35,30.71,45.03
3162,DJR Institute of Engineering and Technology,66.93,23.14,45.03
3163,Suddhananda Engineering and Research Centre,49.17,40.89,45.03
3164,College of Engineering and Rural Technology,52.31,37.75,45.03
3165,Bheemanna Khandre Institute of Technology,65.7,24.35,45.03
3166,Bhivarabai Sawant College of Engineering and Research,65.86,24.18,45.02
3167,St Gregorios College of Engineering,64.28,25.76,45.02
3168,Nagaji Institute of Technology and Management,43.05,46.98,45.01
3169,Government Polytechnic College,44.35,45.66,45.01
3170,Arya College of Engineering and Research Centre,68.54,21.48,45.01
3171,KG Reddy College of Engineering and Technology,67.06,22.96,45.01
3172,BM Group of Institutions,67.55,22.45,45.0
3173,Sakthi Mariamman Engineering College,65.14,24.87,45.0
3174,Navrachana University,69.41,20.58,45.0
3175,KBR Engineering College,61.11,28.89,45.0
3176,Dhanalakshmi Srinivasan College of Engineering,70.02,19.96,44.99
3177,KNGD Modi Engineering College,56.49,33.49,44.99
3178,Guru Nanak Dev Polytechnic College,47.05,42.92,44.99
3179,Arulmurugan College of Engineering,62.82,27.15,44.99
3180,Akshara Polytechnic College,65.82,24.15,44.98
3181,Government Polytechnic,41.47,48.5,44.98
3182,Assam Engineering College,52.38,37.56,44.97
3183,Mallabhum Institute of Polytechnic,57.87,32.08,44.97
3184,Sri Lakshmi Ammal Engineering College,64.76,25.17,44.96
3185,Ranchi University,45.13,44.8,44.96
3186,Viswajyothi College of Engineering and Technology,67.47,22.43,44.95
3187,Sri Krishna College of Engineering,48.54,41.37,44.95
3188,Rewa Institute of Technology,44.01,45.88,44.94
3189,Marathwada Mitra Mandal's College of Engineering,65.63,24.25,44.94
3190,Al-Ameen Educational and Medical Foundation's College of Engineering and Management Study,58.05,31.81,44.93
3191,Radhaswami Institute of Technology,70.43,19.44,44.93
3192,Saroj Mohan Institute of Technology,52.35,37.51,44.93
3193,Sri Sukhmani Polytechnic,65.36,24.51,44.93
3194,BR Harne College of Architecture,61.69,28.15,44.92
3195,Sengunthar College of Engineering,60.92,28.92,44.92
3196,Siddhivinayak Technical Campus,43.57,46.27,44.92
3197,Indus School of Engineering,41.32,48.51,44.91
3198,Maharaja Institute of Technology,60.34,29.46,44.9
3199,Government Engineering College,61.91,27.89,44.9
3200,Alard College of Engineering and Management,55.27,34.53,44.9
3201,Mahendra Engineering College for Women,60.1,29.67,44.89
3202,Maharaja Aggarsain Institute of Technology,68.8,20.96,44.88
3203,Amiraj College of Engineering and Technology,58.05,31.71,44.88
3204,Jain AGM Institute of Technology,61.95,27.81,44.88
3205,BSA College of Engineering and Technology,60.02,29.71,44.87
3206,Vivekanand Polytechnic,66.09,23.66,44.87
3207,Theni Kammavar Sangam College of Technology,66.88,22.82,44.85
3208,Government Polytechnic,62.08,27.62,44.85
3209,Hi-Tech Polytechnic,68.29,21.4,44.84
3210,Shaheed Bhagat Singh Polytechnic For Engineering,70.21,19.44,44.83
3211,Kashmir Government Polytechnic College,66.95,22.72,44.83
3212,Wainganga College of Engineering and Management,66.1,23.54,44.82
3213,Chaudhary Mukhtar Singh Government Girls Polytechnic,62.46,27.19,44.82
3214,SR Group of Institutions,54.8,34.83,44.82
3215,Avanthis Polytechnic College,56.47,33.13,44.8
3216,GITAM Institute of Technology,61.89,27.72,44.8
3217,Jauhar Institute of Engineering and Technology,67.41,22.17,44.79
3218,Annai Teresa College of Engineering,51.12,38.46,44.79
3219,Walchand Institute of Technology,41.1,48.49,44.79
3220,Anjuman Polytechnic,59.9,29.67,44.79
3221,KLE Technological University,63.98,25.59,44.78
3222,Sri Venkateswara Engineering College,68.7,20.86,44.78
3223,Knowledge Institute of Technology,44.64,44.92,44.78
3224,Dusi Polytechnic College,64.02,25.55,44.78
3225,Ch Charan Singh Group of Colleges,62.55,27.02,44.78
3226,Bundelkhand Institute of Engineering and Technology,53.32,36.23,44.78
3227,Tirumala Polytechnic College,67.32,22.25,44.78
3228,Indian Statistical Institute Kolkata,67.89,21.65,44.77
3229,Government Polytechnic College,41.56,47.97,44.77
3230,BIS College of Engineering and Technology,65.7,23.84,44.77
3231,Pondicherry Engineering College,66.8,22.74,44.77
3232,Rajiv Gandhi College of Engineering and Technology,69.42,20.12,44.77
3233,Sri Sai Institute of Engineering and Technology,51.02,38.52,44.77
3234,Al-Habeeb College of Engineering and Technology,49.14,40.38,44.76
3235,JKK Munirajah College of Technology,46.87,42.63,44.75
3236,College of Engineering,67.7,21.79,44.75
3237,Indo Global College of Architecture,65.51,23.98,44.75
3238,Vethamonikam Memorial CSI Polytechnic College,67.92,21.56,44.74
3239,Oriental Institute of Science and Technology,63.39,26.06,44.73
3240,YD Mane Institute of Technology,56.64,32.82,44.73
3241,Jaypee University of Information Technology,56.79,32.68,44.73
3242,North Malabar Institute of Technology,67.44,22.02,44.73
3243,Sri Jayaram Institute of Engineering and Technology,67.28,22.18,44.73
3244,United College of Engineering and Management,40.18,49.27,44.72
3245,Manipur University,53.64,35.8,44.72
3246,University of Burdwan,45.94,43.51,44.72
3247,KVT Polytechnic,44.71,44.73,44.72
3248,Rajasthan Polytechnic College,59.07,30.36,44.71
3249,Marri Laxman Reddy Institute of Technology and Management,41.16,48.25,44.71
3250,Sardar Patel College of Engineering,65.74,23.67,44.71
3251,Sree Krishna Polytechnic College,52.04,37.38,44.71
3252,Marudhar Engineering College,64.15,25.25,44.7
3253,Department of Jute and Fibre Technology Institute of Jute Technology University of Calcutta,42.09,47.3,44.69
3254,University of Lucknow,47.93,41.45,44.69
3255,Mohamed Sathak Polytechnic College,52.48,36.89,44.69
3256,Hi Tech Polytechnic College,62.36,27.0,44.68
3257,Nirmala College of Engineering,61.56,27.79,44.68
3258,Dr KV Subba Reddy Institute of Technology,67.29,22.08,44.68
3259,Vellore Polytechnic College,69.56,19.8,44.68
3260,Shiva Rama Krishna College of Engineering and Technology,64.37,24.98,44.67
3261,Government Polytechnic,41.64,47.7,44.67
3262,University College of Engineering,54.72,34.61,44.67
3263,Aryans College of Engineering,65.46,23.85,44.66
3264,Institute of Engineering and Technology,47.32,42.0,44.66
3265,Sri Sarada Institute of Science and Technology,59.59,29.71,44.65
3266,SB Polytechnic,67.47,21.83,44.65
3267,TS Srinivasan Centre For Polytechnic College and Advanced Training,59.68,29.59,44.64
3268,Delhi College of Technology and Management,65.35,23.89,44.62
3269,Theem College of Engineering,62.32,26.91,44.62
3270,Thakur Shivkumarsingh Memorial Engineering College,64.74,24.51,44.62
3271,Seacom Engineering College,68.84,20.39,44.61
3272,All India Shri Shivaji Memorial Society's Polytechnic,57.98,31.23,44.61
3273,Apollo Institute of Engineering and Technology,61.25,27.98,44.61
3274,Vinayak College of Polytechnic,60.09,29.14,44.61
3275,Government Polytechnic,67.08,22.12,44.6
3276,CK College of Engineering and Technology,67.17,22.0,44.59
3277,Sri Sarathi Institute of Engineering and Technology,65.27,23.88,44.58
3278,Elizabeth College of Engineering and Technology,50.82,38.33,44.58
3279,Pragna Bharath Institute of Technology,58.71,30.46,44.58
3280,Modish Institute of Polytechnic,40.36,48.75,44.56
3281,GITAM University,51.04,38.08,44.56
3282,JSPM's Dr NP Hirani Institute of Polytechnic,61.69,27.43,44.56
3283,Jat College of Polytechnic,57.03,32.08,44.56
3284,Government Polytechnic College,56.42,32.67,44.55
3285,BCARE Institute of Management and Technology,57.05,32.05,44.55
3286,Shanti Institute of Technology,63.05,26.03,44.54
3287,KR Mangalam University,63.45,25.63,44.54
3288,Vriddhi Polytechnic College,48.98,40.06,44.52
3289,Keystone School of Engineering,68.88,20.15,44.52
3290,Rajkiya Engineering College,56.78,32.24,44.51
3291,Velagapudi Ramakrishna Siddhartha Engineering College,66.5,22.52,44.51
3292,RISE Krishna Sai Prakasam Group of Institutions,67.7,21.32,44.51
3293,Shree Rayeshwar Institute of Engineering and Information Technology,57.15,31.87,44.51
3294,RP Inderaprastha Institute of Technology,48.3,40.71,44.5
3295,Kings Group of Institutions,65.33,23.67,44.5
3296,Mayurbhanj School of Engineering,66.91,22.08,44.5
3297,Government Engineering College,58.78,30.18,44.48
3298,Arunai Engineering College,65.8,23.13,44.47
3299,Believers Church Caarmel Engineering College,56.45,32.49,44.47
3300,Atmiya Institute of Technology and Science for Diploma Studies,66.84,22.09,44.47
3301,KMBB College of Engineering and Technology,60.11,28.82,44.47
3302,Shri Krishna College of Engineering,61.83,27.1,44.46
3303,Sigma Institute of Engineering,57.35,31.56,44.46
3304,SNJB's Shri Hiralal Hastimal Jain Brothers Polytechnic,65.57,23.35,44.46
3305,Mahaveer Institute of Technology and Science,57.7,31.2,44.45
3306,RK College of Engineering,62.37,26.52,44.44
3307,Columbia Institute of Engineering and Technology,65.35,23.54,44.44
3308,Rama Institute of Engineering and Technology,68.11,20.74,44.43
3309,Shri Angalamman College of Engineering and Technology,56.11,32.74,44.42
3310,Swami Krishnajivandasji Institute of Technology,57.12,31.73,44.42
3311,Dr Navalar Nedunchezhiyan College of Engineering,55.94,32.9,44.42
3312,Shri Guru Hargobind Sahib Government Polytechnic College,66.09,22.74,44.42
3313,Government College of Engineering,66.46,22.37,44.42
3314,Vivekananda Institute of Technology and Science,66.11,22.73,44.42
3315,IMS Polytechnic,60.01,28.83,44.42
3316,MES Polytechnic,68.7,20.14,44.42
3317,Motichand Lengade Bharatesh Polytechnic,43.62,45.19,44.41
3318,Rakshpal Bahadur College of Engineering and Technology,59.19,29.6,44.4
3319,Shree Swaminarayan Polytechnic,68.26,20.55,44.4
3320,SB Jain Institute of Technology Management and Research,61.71,27.09,44.4
3321,Tripura University,54.7,34.11,44.4
3322,Parul Institute of Engineering and Technology,55.76,33.03,44.39
3323,Veermata Jijabai Technological Institute,59.81,28.96,44.38
3324,MN Technical Institute,61.45,27.3,44.38
3325,ITM Institute of Technology and Management,66.84,21.9,44.37
3326,Smt Kashibai Navale College of Architecture,65.4,23.33,44.37
3327,Hasvita Institute of Management and Technology,58.03,30.72,44.37
3328,Sreepathy Institute of Management and Technology,67.27,21.46,44.36
3329,Shri Ram Institute of Technology,61.56,27.17,44.36
3330,Vikrant Institute of Technology and Management,64.32,24.41,44.36
3331,VPMP Polytechnic,56.12,32.57,44.35
3332,SAL School of Architecture,42.77,45.93,44.35
3333,Tolani Maritime Institute,51.9,36.8,44.35
3334,BA College of Engineering and Technology,58.32,30.39,44.35
3335,Sal Institute of Technology and Engineering Research,40.05,48.64,44.35
3336,Bapuji Institute of Engineering and Technology,46.79,41.89,44.34
3337,Chilkur Balaji Institute of Technology,69.14,19.55,44.34
3338,Dr T Thimmaiah Institute of Technology,64.37,24.32,44.34
3339,The Assam Kaziranga University,68.28,20.38,44.33
3340,MEA Engineering College,70.37,18.29,44.33
3341,Rajasthan Engineering College,67.7,20.96,44.33
3342,VJP Polytechnic College,65.91,22.72,44.32
3343,Indian Institute of Information Technology,59.7,28.94,44.32
3344,Rajshree Institute of Management and Technology,65.52,23.13,44.32
3345,Government College of Engineering,59.5,29.11,44.31
3346,CV Charantimath Rural Polytechnic,65.92,22.69,44.31
3347,Advait Vedanta Institute of Technology,66.82,21.81,44.31
3348,Shri Ramswaroop Memorial Group of Professional Colleges,55.25,33.37,44.31
3349,Academy of Technology,60.43,28.19,44.31
3350,Pillai College of Engineering,61.95,26.65,44.3
3351,Lakshya Institute,49.83,38.77,44.3
3352,Coastal Institute of Technology and Management,45.72,42.87,44.3
3353,Ganga Memorial College of Polytechnic,58.73,29.86,44.29
3354,Bankura Unnayani Institute of Engineering,68.69,19.88,44.29
3355,College of Dairy Technology,50.46,38.1,44.28
3356,Mother Theresa Institute of Engineering and Technology,57.77,30.78,44.28
3357,Government Polytechnic,64.39,24.17,44.28
3358,Jodhpur National University,68.71,19.84,44.27
3359,Government Polytechnic,62.96,25.57,44.27
3360,GH Raisoni Academy of Engineering and Technology,58.35,30.18,44.26
3361,NRI Institute of Technology,41.65,46.86,44.26
3362,TDR Polytechnic,68.17,20.35,44.26
3363,College of Engineering and Management,60.01,28.5,44.25
3364,Periyar Maniammai Institute of Science and Technology,64.8,23.7,44.25
3365,Government Polytechnic for Women,61.65,26.84,44.25
3366,Madhuben and Bhanubhai Patel Institute of Technology,55.5,33.0,44.25
3367,Government Polytechnic College,58.26,30.21,44.24
3368,Bharath Polytechnic College,62.21,26.24,44.23
3369,Brilliant Grammar School Educational Society's Group of Institutions,57.19,31.27,44.23
3370,SA Polytechnic College,60.37,28.08,44.23
3371,Sam Higginbottom Institute of Agriculture Technology and Science,65.08,23.37,44.22
3372,Shadan Women's College of Engineering and Technology,66.88,21.55,44.22
3373,PES Institute of Technology,51.92,36.51,44.22
3374,Karaikal Polytechnic College,42.48,45.96,44.22
3375,Dr MGR Polytechnic College,57.25,31.2,44.22
3376,Vivekananda Group of Institutions,62.99,25.43,44.21
3377,Nagarjuna College of Engineering and Technology,60.19,28.23,44.21
3378,Patiala Polytechnic College,54.03,34.4,44.21
3379,SAM College of Engineering and Technology,63.95,24.46,44.21
3380,GH Raisoni Polytechnic,58.34,30.07,44.2
3381,Mar Ephraem College of Engineering and Technology,64.49,23.86,44.18
3382,Government College of Engineering,61.52,26.83,44.18
3383,NSHM Knowledge Campus,66.46,21.91,44.18
3384,Samanta Chandra Sekhar Institute of Technology Management,59.06,29.29,44.18
3385,Modern Institute of Engineering and Technology,62.68,25.67,44.17
3386,Global Institute of Technology,65.28,23.06,44.17
3387,Jamia Institute of Engineering and Management Studies,55.86,32.49,44.17
3388,BV Krishna Polytechnic College,58.78,29.54,44.16
3389,Dattakala Polytechnic,48.86,39.46,44.16
3390,Chander Singh Garhwali Subharti Polytechnic College,58.02,30.31,44.16
3391,RCC Institute of Information Technology,67.03,21.29,44.16
3392,SB Patil College of Architecture and Design,68.52,19.79,44.15
3393,Bansal Institute of Research Technology and Science,57.94,30.36,44.15
3394,Chhattisgarh Swami Vivekanand Technical University,49.39,38.89,44.14
3395,Vijnan Institute of Science and Technology,65.9,22.38,44.14
3396,Sri Krishnadevaraya Engineering College,44.19,44.06,44.13
3397,Government Polytechnic,42.68,45.58,44.13
3398,Infant Jesus College of Engineering and Technology,66.24,22.03,44.13
3399,QIS College of Engineering and Technology,62.39,25.84,44.12
3400,Shree Ram Mulkh Institute of Engineering and Technology,58.12,30.12,44.12
3401,Atmiya Institute of Technology and Science,64.22,24.02,44.12
3402,Tulsiramji Gaikwad Patil College of Engineering and Technology,67.34,20.87,44.1
3403,ITS Engineering College,66.76,21.42,44.09
3404,Premlila Vithaldas Polytechnic,64.41,23.75,44.08
3405,Simhadhri Educational Society Group of Institutions,43.43,44.73,44.08
3406,Subharti Polytechnic College,58.02,30.11,44.07
3407,Eluru College of Engineering and Technology,63.71,24.44,44.07
3408,Amity School of Engineering and Technology,48.7,39.45,44.07
3409,RK Polytechnic,56.5,31.63,44.06
3410,Priyadarshini Institute of Technology and Management,65.26,22.86,44.06
3411,MAM School of Engineering,45.02,43.08,44.05
3412,College of Engineering,58.37,29.73,44.05
3413,Maharishi Markandeshwar University,60.86,27.23,44.05
3414,St Joseph's Institute of Technology,57.88,30.21,44.05
3415,Sri Sukhmani Institute of Engineering and Technology,65.05,23.05,44.05
3416,School of Architecture,63.72,24.36,44.04
3417,Academy of Maritime Education and Training,62.37,25.71,44.04
3418,Annamacharya Institute of Technology and Science,65.04,23.02,44.03
3419,Dr Kalam Polytechnic College,53.72,34.35,44.03
3420,Cauvery Polytechnic,56.01,32.05,44.03
3421,DMI College of Engineering,64.71,23.34,44.02
3422,Balaji Institute of Technology,45.75,42.3,44.02
3423,Aditya Engineering College,67.58,20.44,44.01
3424,Alpha College of Engineering and Technology,53.6,34.42,44.01
3425,MK Group of Institutions,62.32,25.7,44.01
3426,Universal Polytechnic College,67.78,20.21,44.0
3427,Heritage Technical College,58.61,29.4,44.0
3428,Ganesh Institute of Engineering and Technology,62.75,25.23,43.99
3429,Sagar Institute of Science and Technology,58.09,29.87,43.98
3430,Acharya Shrimannarayan Polytechnic,63.12,24.84,43.98
3431,Sunder Deep College of Architecture,65.67,22.28,43.98
3432,Vivekanand Education Society's Polytechnic,62.51,25.45,43.98
